Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
JCAP^B,"Jernigan Capital, Inc.",23.2001,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jcap^b
JT,Jianpu Technology Inc.,5.53,$916.41M,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,18.25,$593.97M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,5.05,$108.38M,2007,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpb
JMPD,JMP Group LLC,24.838,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpd
JBT,John Bean Technologies Corporation,113.4,$3.58B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,38.35,$714.69M,1994,n/a,n/a,https://www.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,16.44,$200.64M,2011,n/a,n/a,https://www.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,14.14,$164.68M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,16.62,$144.71M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,20.05,$426.42M,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,20.48,$532.55M,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,17.63,$556.7M,2003,n/a,n/a,https://www.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,15.18,$733.16M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,21.69,$767.5M,2004,n/a,n/a,https://www.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,8.91,$98.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,128.15,$343.78B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,35.24,$32.64B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jci
JONE,"Jones Energy, Inc.",0.8,$81.33M,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jone
JLL,Jones Lang LaSalle Incorporated,174.64,$7.93B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/jll
JMEI,Jumei International Holding Limited,2.9,$434.15M,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jmei
JNPR,"Juniper Networks, Inc.",24.33,$8.36B,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,20.37,$657.68M,2015,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",4.4,$652.72M,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/je
JE^A,"Just Energy Group, Inc.",24.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/je^a
LRN,K12 Inc,14.18,$587.26M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lrn
KAI,Kadant Inc,94.5,$1.04B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",4.25,$334.27M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,62.12,$1.73B,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,109.85,$11.32B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,26.7,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/ksu^
KS,KapStone Paper and Packaging Corporation,34.31,$3.34B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ks
KAR,"KAR Auction Services, Inc",54.2,$7.28B,2009,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kar
KED,Kayne Anderson Energy Development Company,15.56,$167.41M,2006,n/a,n/a,https://www.nasdaq.com/symbol/ked
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",8.6,$315.35M,2005,n/a,n/a,https://www.nasdaq.com/symbol/kye
KMF,"Kayne Anderson Midstream Energy Fund, Inc",11.75,$258.9M,2010,n/a,n/a,https://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP Investment Company,16.47,$1.89B,2004,n/a,n/a,https://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP Investment Company,25.22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kyn^f
KB,KB Financial Group Inc,57.94,$23.23B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/kb
KBH,KB Home,28.45,$2.47B,1986,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",16.19,$2.27B,2006,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/kbr
KAP,"KCAP Financial, Inc.",25.3133,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kap
FRAC,"Keane Group, Inc.",14.8,$1.66B,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/frac
K,Kellogg Company,65.01,$22.53B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/k
KEM,Kemet Corporation,18.13,$1.03B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/kem
KMPA,Kemper Corporation,25.89,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kmpa
KMPR,Kemper Corporation,57,$2.94B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,40.16,$3.28B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,17.4,$2.63B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/kw
KEN,Kenon Holdings Ltd.,16.25,$872.94M,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ken
KEG,"Key Energy Services, Inc.",11.72,$236.95M,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/keg
KEY,KeyCorp,19.55,$20.57B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/key
KEY^I,KeyCorp,28.22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/key^i
KEYS,Keysight Technologies Inc.,52.39,$9.83B,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,70.96,$7.01B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,19,$319.89M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,110.13,$38.55B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,14.4,$6.12B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,24.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,23.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,23.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^k
KIM^L,Kimco Realty Corporation,22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^l
KIM^M,Kimco Realty Corporation,21.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^m
KMI,"Kinder Morgan, Inc.",15.06,$33.22B,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/kmi
KMI^A,"Kinder Morgan, Inc.",31.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kmi^a
KND,"Kindred Healthcare, Inc.",9.15,$837.55M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/knd
KFS,"Kingsway Financial Services, Inc.",4,$94.64M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,3.95,$4.93B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,76.95,$4.59B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,15.46,$3.26B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,15.23,$1.27B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krg
KKR,KKR & Co. L.P.,20.3,$9.88B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. L.P.,26.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. L.P.,26.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^b
KIO,KKR Income Opportunities Fund,15.88,$323M,2013,n/a,n/a,https://www.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,20.06,$1.07B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kref
KMG,"KMG Chemicals, Inc.",59.95,$929.55M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kmg
KNX,"Knight Transportation, Inc.",46.01,$8.2B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",20.19,$999.42M,2004,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,19.8,$647.34M,2013,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,12.59,$1.13B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,65.51,$11.02B,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,38.31,$35.48B,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/phg
KOP,Koppers Holdings Inc.,41.1,$853.99M,2006,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,15.39,$19.76B,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",40.82,$228.91M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kf
KFY,Korn/Ferry International,51.59,$2.92B,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,6.3,$2.49B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos
KRA,Kraton Corporation,47.71,$1.51B,2009,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kra
KR,Kroger Company (The),23.94,$20.83B,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,22.6,$2.62B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kro
KT,KT Corporation,13.7,$6.71B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/kt
KYO,Kyocera Corporation,56.74,$20.86B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/kyo
LB,"L Brands, Inc.",38.21,$10.66B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),6.75,$47.38M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/scx
LLL,"L3 Technologies, Inc.",208,$16.28B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lll
LQ,La Quinta Holdings Inc.,18.91,$2.22B,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lq
LH,Laboratory Corporation of America Holdings,161.75,$16.48B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,15.08,$1.68B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ladr
LW,"Lamb Weston Holdings, Inc.",58.22,$8.51B,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,16.05,$607.39M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",8.71,$2.11B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,71.9,$56.72B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lvs
LHO,LaSalle Hotel Properties,29.01,$3.28B,1998,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lho
LHO^I,LaSalle Hotel Properties,24.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lho^i
LHO^J,LaSalle Hotel Properties,24.2914,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lho^j
LTM,LATAM Airlines Group S.A.,15.39,$9.33B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ltm
LDF,"Latin American Discovery Fund, Inc. (The)",12.26,$82.38M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ldf
LGI,Lazard Global Total Return and Income Fund,17.82,$171.17M,2004,n/a,n/a,https://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,52.56,$6.82B,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",11.5,$79.12M,2005,n/a,n/a,https://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,29.95,$1.41B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/lzb
LCII,LCI Industries ,104.15,$2.6B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lcii
LFGR,Leaf Group Ltd.,7.05,$172.46M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lfgr
LEA,Lear Corporation,186.09,$12.45B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",1.95,$111.31M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/lee
LGC,Legacy Acquisition Corp.,9.59,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lgc
LGC.U,Legacy Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/lgc.u
LGC.WS,Legacy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgc.ws
LM,"Legg Mason, Inc.",40.65,$3.44B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.325,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",24.18,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",44.36,$5.85B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,25.5,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,31.122,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,30.55,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,13.35,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktp
LDOS,"Leidos Holdings, Inc.",65.4,$9.91B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,1.35,$183.28M,2014,Finance,Real Estate,https://www.nasdaq.com/symbol/leju
LC,LendingClub Corporation,3.5,$1.46B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lc
LEN,Lennar Corporation,58.94,$19.16B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",204.37,$8.42B,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lii
LHC.U,Leo Holdings Corp.,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/lhc.u
LUK,Leucadia National Corporation,22.73,$8.1B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/luk
LXP,Lexington Realty Trust,7.87,$1.89B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,48.5209,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",12.1,$8.66B,2004,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,6.13,$1.17B,1986,n/a,n/a,https://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",6.04,$161.28M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asg
LBRT,Liberty Oilfield Services Inc.,16.89,$2B,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/lbrt
LPT,Liberty Property Trust,39.73,$5.86B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",83.52,$3.89B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",2.231,$153.64M,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,73.06,$15.95B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/lnc
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lnc.ws
LNN,Lindsay Corporation,91.44,$980.36M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,39.01,$8.65B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln
LKM,Link Motion Inc.,1.66,$162.21M,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lkm
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",100.52,$2.52B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lad
LAC,Lithium Americas Corp.,5.42,$479.73M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lac
LYV,"Live Nation Entertainment, Inc.",42.14,$8.77B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/lyv
LYG,Lloyds Banking Group Plc,3.72,$66.99B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,12.62,$226.95M,2004,n/a,n/a,https://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,337.93,$96.59B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/lmt
L,Loews Corporation,49.73,$16.3B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,21.32,$2.54B,2017,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/loma
LPX,Louisiana-Pacific Corporation,28.77,$4.17B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",87.75,$72.81B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,6.13,$175.34M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxu
LKSD,"LSC Communications, Inc.",17.45,$608.05M,2016,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/lksd
LTC,"LTC Properties, Inc.",38,$1.51B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",2.78,$81.58M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",23.92,$681.49M,2007,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,12.8,$339.26M,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxfr
LXFT,"Luxoft Holding, Inc.",40.95,$1.39B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/lxft
LDL,"Lydall, Inc.",48.25,$837.32M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,27.49,$1.07B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,105.68,$41.7B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,184.36,$27.38B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb.ws
MTB^,M&T Bank Corporation,1022.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1015,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",27.92,$1.57B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",31.85,$907.69M,1993,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mho
MAC,Macerich Company (The),56.02,$7.89B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,16.71,$1.51B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cli
MFD,Macquarie First Trust Global,11.62,$99.2M,2004,n/a,n/a,https://www.nasdaq.com/symbol/mfd
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,22.2,$276.8M,2005,n/a,n/a,https://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Corporation ,36.93,$3.13B,2004,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mic
BMA,Macro Bank Inc.,107.97,$7.23B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,29.74,$9.06B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,7.26,$139.89M,2004,n/a,n/a,https://www.nasdaq.com/symbol/mcn
MSP,Madison Strategic Sector Premium Fund,11.2101,$65M,2005,n/a,n/a,https://www.nasdaq.com/symbol/msp
MMP,Magellan Midstream Partners L.P.,58.35,$13.32B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",56.35,$20.2B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,9.6,$328.35M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/mx
MH^A,"Maiden Holdings, Ltd.",19.335,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",17.63,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",16.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^d
MHLA,"Maiden Holdings, Ltd.",17.33,n/a,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhla
MHNC,"Maiden Holdings, Ltd.",19.5,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,36.9,$2.17B,2007,n/a,n/a,https://www.nasdaq.com/symbol/main
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,18.82,$518.58M,2012,n/a,n/a,https://www.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,14.48,$1.25B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnk
MZF,Managed Duration Investment Grade Municipal Fund,13.6,$92.49M,2003,n/a,n/a,https://www.nasdaq.com/symbol/mzf
MANU,Manchester United Ltd.,19.2,$3.15B,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",28.46,$1.01B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mtw
MN,"Manning & Napier, Inc.",3.5,$53.42M,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/mn
MAN,ManpowerGroup,115.1,$7.61B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,18.58,$36.84B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,16.13,$13.71B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,73.11,$34.68B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",36.06,$1.39B,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),30.35,$846.97M,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/mcs
MRIN,Marin Software Incorporated,6.65,$38.22M,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin
MPX,Marine Products Corporation,14.01,$484.9M,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",19.45,$516.92M,1998,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hzo
MKL,Markel Corporation,1170.25,$16.26B,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mkl
VAC,Marriot Vacations Worldwide Corporation,133.2,$3.53B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",82.59,$41.92B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/mmc
